username,text,thumbnail_title,thumbnail_url,tweet_url,created_at,retweets,likes,views
NatWest Business,"Our #fraud specialist reveals the steps taken to steal a total of £490,000 in this real-life example of #InvestmentFraud. https://t.co/VE6peJVUwu",,,"[{'display_url': 'natwest.com/business/insig…', 'expanded_url': 'https://www.natwest.com/business/insights/technology/fraud/how-investment-fraud-could-impact-your-business.html', 'url': 'https://t.co/VE6peJVUwu', 'indices': [122, 145]}]",2024-05-09 12:50:18+00:00,3,1,519
NatWest Business,"RT @DCATSolutions: Following the success of #innovationzero, we are pleased to announce our partnership with #natwest to bring a quick and…",,,[],2024-05-09 11:01:04+00:00,2,0,
NatWest Business,Do more business in the Mobile Banking App. Discover new and improved features for business banking on the go. https://t.co/LyIZZp8cZF https://t.co/DRAfoJ8Hvf,,,"[{'display_url': 'spkl.io/60144N9dk', 'expanded_url': 'http://spkl.io/60144N9dk', 'url': 'https://t.co/LyIZZp8cZF', 'indices': [111, 134]}]",2024-05-08 08:22:02+00:00,2,2,532
NatWest Business,"UPDATE: Get a summary of the latest Purchasing Managers’ Index reports for England &amp; Wales.  Click through for insights on latest business activity levels.

https://t.co/7n9eKuxh04 https://t.co/niHqV95t7m",,,"[{'display_url': 'natwest.com/business/insig…', 'expanded_url': 'https://www.natwest.com/business/insights/economics/economic-outlook/purchasing-managers-index-reports/pmi-report-for-march-2024.html', 'url': 'https://t.co/7n9eKuxh04', 'indices': [161, 184]}]",2024-04-18 14:54:21+00:00,7,1,676
NatWest Business,"Are you up to date on the latest changes to holiday entitlement, and the option for rolled-up pay, for irregular hours and part-year workers?

https://t.co/hjImDGrdCD https://t.co/qtpuidM9g2",,,"[{'display_url': 'natwest.com/business/insig…', 'expanded_url': 'https://www.natwest.com/business/insights/business-management/business-strategy/new-regulations-set-to-shake-up-holiday-entitlement-and-pay.html', 'url': 'https://t.co/hjImDGrdCD', 'indices': [143, 166]}]",2024-04-17 10:54:02+00:00,1,1,462
NatWest Business,"Watch to see how our free Carbon Planner tool is helping an IT business reach its emissions goals. 

Could Carbon Planner help your business? Find out more here: https://t.co/Gem3ajGKpf https://t.co/FzJWqiiPcM",,,"[{'display_url': 'natwest.com/business/green…', 'expanded_url': 'https://www.natwest.com/business/green-banking/carbon-planner.html', 'url': 'https://t.co/Gem3ajGKpf', 'indices': [162, 185]}]",2024-04-17 10:53:04+00:00,1,1,403
NatWest Business,"Why the British should stop being so polite and make the right call when dealing with phone scams.

https://t.co/lPyfeVzbkh https://t.co/uXlHQyj89r",,,"[{'display_url': 'natwest.com/business/insig…', 'expanded_url': 'https://www.natwest.com/business/insights/technology/fraud/fending-off-phone-scams.html', 'url': 'https://t.co/lPyfeVzbkh', 'indices': [100, 123]}]",2024-04-17 08:34:02+00:00,0,1,360
NatWest Business,"RT @freeagent: Small businesses! 📣 We’ll soon be welcoming in a #NewTaxYear - and with it, a host of tax changes to wrap our heads around 🤯…",What’s changing for small businesses in the 2024/25 tax year?,https://pbs.twimg.com/card_img/1885668228329766912/c80FSMUU?format=png&name=orig,[],2024-04-08 11:21:33+00:00,3,0,
NatWest Business,"Digital transformation can unlock opportunity. But, as a successful business owner, it can pay off to do your research, learn from mistakes and set your own pace.

https://t.co/hWYsy55eXF https://t.co/FvbSSM196C",,,"[{'display_url': 'natwest.com/business/insig…', 'expanded_url': 'https://www.natwest.com/business/insights/technology/innovation/why-it-can-work-to-balance-instinct-with-digital-momentum.html?q=barnaby+lashbrooke&brand=NATWEST&section=business&enginekey=wYnTjXmfABgYKBU6GMG3', 'url': 'https://t.co/hWYsy55eXF', 'indices': [164, 187]}]",2024-04-04 16:48:33+00:00,0,1,592
NatWest Business,"Are you looking for ways to cut costs? From reviewing your suppliers to tax allowances and outsourcing, here are eight ideas to make smart savings.

https://t.co/8bHKKpylCs https://t.co/n5q3i25tkd",,,"[{'display_url': 'natwest.com/business/insig…', 'expanded_url': 'https://www.natwest.com/business/insights/finances/accounting-and-tax/sme-tools-eight-ways-to-rein-in-business-costs-new.html', 'url': 'https://t.co/8bHKKpylCs', 'indices': [149, 172]}]",2024-04-04 16:48:26+00:00,2,0,367
NatWest Business,"RT @freeagent: #NewTaxYear, new you?! 🥳 Here’s why - and how - you can give your finances a fresh start this spring 🌷👇 https://t.co/GdBBn6T…",3 reasons to switch up your business accounting this April,https://pbs.twimg.com/card_img/1884425236772233216/ZF-LNGkP?format=png&name=orig,"[{'display_url': 't.co/GdBBn6T', 'url': 'https://t.co/GdBBn6T', 'indices': [119, 139]}]",2024-04-03 12:57:48+00:00,4,0,
NatWest Business,"Is your business ready for changes in the laws around employees taking family leave? Find out more here:

https://t.co/InOYZ7HWgU https://t.co/vz9Gktud1y",,,"[{'display_url': 'natwest.com/business/insig…', 'expanded_url': 'https://www.natwest.com/business/insights/business-management/business-strategy/supporting-employees-taking-family-leave.html', 'url': 'https://t.co/InOYZ7HWgU', 'indices': [106, 129]}]",2024-03-28 15:47:16+00:00,2,0,421
NatWest Business,"As part of our Beyond the Podium series, we spoke to Team GB hurdles hero Colin Jackson. He told us what he believes makes for a winning mindset.

https://t.co/FZBSUoOsP6 https://t.co/FpwxYIQ62G",,,"[{'display_url': 'natwest.com/business/insig…', 'expanded_url': 'https://www.natwest.com/business/insights/business-management/business-strategy/beyond-the-podium-colin-jackson.html', 'url': 'https://t.co/FZBSUoOsP6', 'indices': [147, 170]}]",2024-03-22 11:08:02+00:00,2,0,475
NatWest Business,"Find out how Riannon Palmer implemented a successful cashflow strategy while prioritising purpose and future planning.

https://t.co/Ofqs9dSwU2 https://t.co/tCkyg42F2o",,,"[{'display_url': 'natwest.com/business/insig…', 'expanded_url': 'https://www.natwest.com/business/insights/sector-trends/technology-media-and-telecoms/a-female-led-pr-business-with-purpose.html?q=PR&brand=NATWEST&section=business&enginekey=wYnTjXmfABgYKBU6GMG3', 'url': 'https://t.co/Ofqs9dSwU2', 'indices': [120, 143]}]",2024-03-20 14:08:10+00:00,3,3,558
NatWest Business,"Beyond the Podium: check out the first in our new series of Team GB videos. 

First up, Max Whitlock talks about how he started and grew his business, while still competing as one of the world's top gymnasts.

https://t.co/CbufdInDpy https://t.co/A36xRr93Vv",,,"[{'display_url': 'natwest.com/business/insig…', 'expanded_url': 'https://www.natwest.com/business/insights/business-management/leadership-and-development/beyond-the-podium-with-team-gb-max-whitlock.html', 'url': 'https://t.co/CbufdInDpy', 'indices': [210, 233]}]",2024-03-19 17:25:13+00:00,5,2,8881
NatWest Business,"RT @freeagent: 📣 As part of our continued integration with @NatWestBusiness, The Royal Bank of Scotland (RBS) and @UlsterBankNI business ac…",Get your FreeAgent tax and invoicing data in your business banking app,https://pbs.twimg.com/card_img/1885179016518238208/TOIWGHwe?format=jpg&name=orig,[],2024-03-19 16:17:15+00:00,5,0,
